"Australian Bureau of Statistics",,,,
,,,,
,,,"40-54 years",30
,,,"55-69 years",65
,,,"70-84 years",45
,,,"85-99 years",20
,,,"100 years and over",0
"Ringwood North","Married","Male","0-14 years",0
,,,"15-24 years",10
,,,"25-39 years",453
,,,"40-54 years",794
,,,"55-69 years",691
,,,"70-84 years",326
,,,"85-99 years",27
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",18
,,,"25-39 years",527
,,,"40-54 years",835
,,,"55-69 years",651
,,,"70-84 years",250
,,,"85-99 years",17
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",37
,,,"55-69 years",11
,,,"70-84 years",7
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",28
,,,"40-54 years",117
,,,"55-69 years",72
,,,"70-84 years",26
,,,"85-99 years",10
,,,"100 years and over",0
,"U15Child","Male","0-14 years",942
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",801
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",370
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",338
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",178
,,,"25-39 years",144
,,,"40-54 years",36
,,,"55-69 years",4
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",129
,,,"25-39 years",105
,,,"40-54 years",16
,,,"55-69 years",8
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",13
,,,"25-39 years",21
,,,"40-54 years",15
,,,"55-69 years",9
,,,"70-84 years",5
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",4
,,,"25-39 years",20
,,,"40-54 years",5
,,,"55-69 years",3
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",4
,,,"25-39 years",33
,,,"40-54 years",59
,,,"55-69 years",58
,,,"70-84 years",42
,,,"85-99 years",15
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",3
,,,"25-39 years",18
,,,"40-54 years",45
,,,"55-69 years",114
,,,"70-84 years",99
,,,"85-99 years",29
,,,"100 years and over",0
,"Relative","Male","0-14 years",7
,,,"15-24 years",15
,,,"25-39 years",15
,,,"40-54 years",0
,,,"55-69 years",14
,,,"70-84 years",9
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",3
,,,"15-24 years",17
,,,"25-39 years",15
,,,"40-54 years",5
,,,"55-69 years",17
,,,"70-84 years",19
,,,"85-99 years",10
,,,"100 years and over",0
"Croydon - East","Married","Male","0-14 years",0
,,,"15-24 years",66
,,,"25-39 years",1095
,,,"40-54 years",794
,,,"55-69 years",686
,,,"70-84 years",363
,,,"85-99 years",58
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",108
,,,"25-39 years",1214
,,,"40-54 years",781
,,,"55-69 years",674
,,,"70-84 years",300
,,,"85-99 years",23
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",3
,,,"25-39 years",17
,,,"40-54 years",56
,,,"55-69 years",38
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",16
,,,"25-39 years",144
,,,"40-54 years",293
,,,"55-69 years",136
,,,"70-84 years",50
,,,"85-99 years",15
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1312
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1234
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",278
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",324
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",242
,,,"25-39 years",183
,,,"40-54 years",53
,,,"55-69 years",18
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",167
,,,"25-39 years",126
,,,"40-54 years",32
,,,"55-69 years",12
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",30
,,,"25-39 years",96
,,,"40-54 years",52
,,,"55-69 years",37
,,,"70-84 years",15
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",37
,,,"25-39 years",78
,,,"40-54 years",33
,,,"55-69 years",34
,,,"70-84 years",15
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",20
,,,"25-39 years",174
,,,"40-54 years",205
,,,"55-69 years",180
,,,"70-84 years",110
,,,"85-99 years",30
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",21
,,,"25-39 years",176
,,,"40-54 years",192
,,,"55-69 years",368
,,,"70-84 years",313
,,,"85-99 years",108
,,,"100 years and over",0
,"Relative","Male","0-14 years",6
,,,"15-24 years",37
,,,"25-39 years",62
,,,"40-54 years",15
,,,"55-69 years",27
,,,"70-84 years",8
,,,"85-99 years",5
,,,"100 years and over",0
,,"Female","0-14 years",5
,,,"15-24 years",40
,,,"25-39 years",32
,,,"40-54 years",20
,,,"55-69 years",41
,,,"70-84 years",36
,,,"85-99 years",3
,,,"100 years and over",0
"Croydon - West","Married","Male","0-14 years",0
,,,"15-24 years",39
,,,"25-39 years",782
,,,"40-54 years",854
,,,"55-69 years",698
,,,"70-84 years",416
,,,"85-99 years",73
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",67
,,,"25-39 years",872
,,,"40-54 years",904
,,,"55-69 years",682
,,,"70-84 years",343
,,,"85-99 years",36
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",12
,,,"40-54 years",39
,,,"55-69 years",41
,,,"70-84 years",8
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",14
,,,"25-39 years",93
,,,"40-54 years",239
,,,"55-69 years",99
,,,"70-84 years",45
,,,"85-99 years",16
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1177
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1097
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",346
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",387
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",252
,,,"25-39 years",170
,,,"40-54 years",55
,,,"55-69 years",12
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",195
,,,"25-39 years",126
,,,"40-54 years",31
,,,"55-69 years",14
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",28
,,,"25-39 years",50
,,,"40-54 years",16
,,,"55-69 years",36
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",28
,,,"25-39 years",42
,,,"40-54 years",13
,,,"55-69 years",30
,,,"70-84 years",9
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",17
,,,"25-39 years",96
,,,"40-54 years",106
,,,"55-69 years",112
,,,"70-84 years",97
,,,"85-99 years",44
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",86
,,,"40-54 years",84
,,,"55-69 years",250
,,,"70-84 years",357
,,,"85-99 years",154
,,,"100 years and over",0
,"Relative","Male","0-14 years",5
,,,"15-24 years",37
,,,"25-39 years",30
,,,"40-54 years",17
,,,"55-69 years",7
,,,"70-84 years",11
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",3
,,,"15-24 years",32
,,,"25-39 years",16
,,,"40-54 years",10
,,,"55-69 years",28
,,,"70-84 years",18
,,,"85-99 years",9
,,,"100 years and over",0
"Croydon South","Married","Male","0-14 years",0
,,,"15-24 years",12
,,,"25-39 years",334
,,,"40-54 years",329
,,,"55-69 years",250
,,,"70-84 years",143
,,,"85-99 years",14
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",19
,,,"25-39 years",381
,,,"40-54 years",340
,,,"55-69 years",237
,,,"70-84 years",107
,,,"85-99 years",7
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",4
,,,"40-54 years",8
,,,"55-69 years",6
,,,"70-84 years",4
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",36
,,,"40-54 years",87
,,,"55-69 years",53
,,,"70-84 years",19
,,,"85-99 years",7
,,,"100 years and over",0
,"U15Child","Male","0-14 years",452
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",428
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",125
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",147
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",72
,,,"25-39 years",73
,,,"40-54 years",34
,,,"55-69 years",5
,,,"70-84 years",4
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",59
,,,"25-39 years",44
,,,"40-54 years",9
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",10
,,,"25-39 years",20
,,,"40-54 years",8
,,,"55-69 years",8
,,,"70-84 years",5
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",9
,,,"25-39 years",16
,,,"40-54 years",7
,,,"55-69 years",5
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",4
,,,"25-39 years",16
,,,"40-54 years",44
,,,"55-69 years",44
,,,"70-84 years",21
,,,"85-99 years",3
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",19
,,,"40-54 years",31
,,,"55-69 years",73
,,,"70-84 years",62
,,,"85-99 years",9
,,,"100 years and over",0
,"Relative","Male","0-14 years",4
,,,"15-24 years",7
,,,"25-39 years",11
,,,"40-54 years",0
,,,"55-69 years",4
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",7
,,,"15-24 years",9
,,,"25-39 years",4
,,,"40-54 years",5
,,,"55-69 years",13
,,,"70-84 years",15
,,,"85-99 years",0
,,,"100 years and over",0
"Forest Hill","Married","Male","0-14 years",0
,,,"15-24 years",28
,,,"25-39 years",613
,,,"40-54 years",731
,,,"55-69 years",507
,,,"70-84 years",369
,,,"85-99 years",64
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",36
,,,"25-39 years",705
,,,"40-54 years",749
,,,"55-69 years",492
,,,"70-84 years",319
,,,"85-99 years",31
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",13
,,,"40-54 years",23
,,,"55-69 years",23
,,,"70-84 years",11
,,,"85-99 years",9
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",9
,,,"25-39 years",42
,,,"40-54 years",165
,,,"55-69 years",76
,,,"70-84 years",53
,,,"85-99 years",23
,,,"100 years and over",0
,"U15Child","Male","0-14 years",856
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",882
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",309
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",304
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",133
,,,"25-39 years",168
,,,"40-54 years",62
,,,"55-69 years",17
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",111
,,,"25-39 years",118
,,,"40-54 years",36
,,,"55-69 years",19
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",47
,,,"25-39 years",98
,,,"40-54 years",32
,,,"55-69 years",18
,,,"70-84 years",9
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",37
,,,"25-39 years",50
,,,"40-54 years",23
,,,"55-69 years",24
,,,"70-84 years",5
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",12
,,,"25-39 years",51
,,,"40-54 years",95
,,,"55-69 years",95
,,,"70-84 years",76
,,,"85-99 years",32
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",6
,,,"25-39 years",46
,,,"40-54 years",80
,,,"55-69 years",157
,,,"70-84 years",257
,,,"85-99 years",94
,,,"100 years and over",0
,"Relative","Male","0-14 years",0
,,,"15-24 years",42
,,,"25-39 years",31
,,,"40-54 years",19
,,,"55-69 years",29
,,,"70-84 years",9
,,,"85-99 years",5
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",26
,,,"25-39 years",29
,,,"40-54 years",11
,,,"55-69 years",50
,,,"70-84 years",33
,,,"85-99 years",3
,,,"100 years and over",0
"Mitcham (Vic.)","Married","Male","0-14 years",0
,,,"15-24 years",28
,,,"25-39 years",1183
,,,"40-54 years",1191
,,,"55-69 years",771
,,,"70-84 years",446
,,,"85-99 years",57
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",67
,,,"25-39 years",1376
,,,"40-54 years",1175
,,,"55-69 years",701
,,,"70-84 years",383
,,,"85-99 years",30
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",8
,,,"40-54 years",50
,,,"55-69 years",36
,,,"70-84 years",12
,,,"85-99 years",13
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",8
,,,"25-39 years",62
,,,"40-54 years",209
,,,"55-69 years",110
,,,"70-84 years",50
,,,"85-99 years",21
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1464
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1407
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",402
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",424
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",236
,,,"25-39 years",192
,,,"40-54 years",82
,,,"55-69 years",18
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",158
,,,"25-39 years",146
,,,"40-54 years",52
,,,"55-69 years",14
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",66
,,,"25-39 years",131
,,,"40-54 years",33
,,,"55-69 years",35
,,,"70-84 years",10
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",38
,,,"25-39 years",92
,,,"40-54 years",27
,,,"55-69 years",33
,,,"70-84 years",10
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",16
,,,"25-39 years",138
,,,"40-54 years",201
,,,"55-69 years",143
,,,"70-84 years",75
,,,"85-99 years",33
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",23
,,,"25-39 years",122
,,,"40-54 years",183
,,,"55-69 years",267
,,,"70-84 years",261
,,,"85-99 years",90
,,,"100 years and over",0
,"Relative","Male","0-14 years",9
,,,"15-24 years",33
,,,"25-39 years",40
,,,"40-54 years",17
,,,"55-69 years",22
,,,"70-84 years",13
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",28
,,,"25-39 years",31
,,,"40-54 years",23
,,,"55-69 years",43
,,,"70-84 years",34
,,,"85-99 years",20
,,,"100 years and over",0
"Nunawading","Married","Male","0-14 years",0
,,,"15-24 years",38
,,,"25-39 years",837
,,,"40-54 years",821
,,,"55-69 years",531
,,,"70-84 years",289
,,,"85-99 years",78
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",58
,,,"25-39 years",962
,,,"40-54 years",815
,,,"55-69 years",450
,,,"70-84 years",275
,,,"85-99 years",31
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",6
,,,"40-54 years",25
,,,"55-69 years",32
,,,"70-84 years",8
,,,"85-99 years",9
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",52
,,,"40-54 years",148
,,,"55-69 years",85
,,,"70-84 years",40
,,,"85-99 years",18
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1009
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1040
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",333
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",290
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",122
,,,"25-39 years",152
,,,"40-54 years",65
,,,"55-69 years",11
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",98
,,,"25-39 years",95
,,,"40-54 years",46
,,,"55-69 years",12
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",81
,,,"25-39 years",126
,,,"40-54 years",30
,,,"55-69 years",20
,,,"70-84 years",4
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",36
,,,"25-39 years",53
,,,"40-54 years",23
,,,"55-69 years",21
,,,"70-84 years",9
,,,"85-99 years",3
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",9
,,,"25-39 years",71
,,,"40-54 years",116
,,,"55-69 years",109
,,,"70-84 years",75
,,,"85-99 years",36
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",11
,,,"25-39 years",61
,,,"40-54 years",97
,,,"55-69 years",182
,,,"70-84 years",215
,,,"85-99 years",97
,,,"100 years and over",0
,"Relative","Male","0-14 years",5
,,,"15-24 years",46
,,,"25-39 years",54
,,,"40-54 years",10
,,,"55-69 years",7
,,,"70-84 years",7
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",4
,,,"15-24 years",37
,,,"25-39 years",29
,,,"40-54 years",18
,,,"55-69 years",35
,,,"70-84 years",14
,,,"85-99 years",7
,,,"100 years and over",0
"Vermont","Married","Male","0-14 years",0
,,,"15-24 years",9
,,,"25-39 years",566
,,,"40-54 years",869
,,,"55-69 years",540
,,,"70-84 years",379
,,,"85-99 years",34
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",14
,,,"25-39 years",702
,,,"40-54 years",839
,,,"55-69 years",545
,,,"70-84 years",315
,,,"85-99 years",10
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",3
,,,"40-54 years",29
,,,"55-69 years",36
,,,"70-84 years",6
,,,"85-99 years",4
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",48
,,,"40-54 years",147
,,,"55-69 years",74
,,,"70-84 years",38
,,,"85-99 years",9
,,,"100 years and over",0
,"U15Child","Male","0-14 years",1067
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",1040
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",351
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",320
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",144
,,,"25-39 years",159
,,,"40-54 years",51
,,,"55-69 years",13
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",84
,,,"25-39 years",93
,,,"40-54 years",29
,,,"55-69 years",5
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",38
,,,"25-39 years",44
,,,"40-54 years",16
,,,"55-69 years",13
,,,"70-84 years",7
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",14
,,,"25-39 years",33
,,,"40-54 years",20
,,,"55-69 years",14
,,,"70-84 years",8
,,,"85-99 years",0
,,,"100 years and over",0
,"LonePerson","Male","0-14 years",0
,,,"15-24 years",13
,,,"25-39 years",45
,,,"40-54 years",74
,,,"55-69 years",84
,,,"70-84 years",67
,,,"85-99 years",16
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",9
,,,"25-39 years",36
,,,"40-54 years",54
,,,"55-69 years",141
,,,"70-84 years",170
,,,"85-99 years",58
,,,"100 years and over",0
,"Relative","Male","0-14 years",4
,,,"15-24 years",27
,,,"25-39 years",31
,,,"40-54 years",4
,,,"55-69 years",8
,,,"70-84 years",9
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",3
,,,"15-24 years",12
,,,"25-39 years",16
,,,"40-54 years",14
,,,"55-69 years",47
,,,"70-84 years",22
,,,"85-99 years",8
,,,"100 years and over",0
"Vermont South","Married","Male","0-14 years",0
,,,"15-24 years",9
,,,"25-39 years",405
,,,"40-54 years",869
,,,"55-69 years",962
,,,"70-84 years",546
,,,"85-99 years",49
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",13
,,,"25-39 years",513
,,,"40-54 years",966
,,,"55-69 years",981
,,,"70-84 years",407
,,,"85-99 years",22
,,,"100 years and over",0
,"LoneParent","Male","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",4
,,,"40-54 years",27
,,,"55-69 years",24
,,,"70-84 years",13
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",0
,,,"25-39 years",31
,,,"40-54 years",139
,,,"55-69 years",74
,,,"70-84 years",41
,,,"85-99 years",13
,,,"100 years and over",0
,"U15Child","Male","0-14 years",891
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",818
,,,"15-24 years",0
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"Student","Male","0-14 years",0
,,,"15-24 years",480
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",517
,,,"25-39 years",0
,,,"40-54 years",0
,,,"55-69 years",0
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"O15Child","Male","0-14 years",0
,,,"15-24 years",186
,,,"25-39 years",210
,,,"40-54 years",56
,,,"55-69 years",10
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,,"Female","0-14 years",0
,,,"15-24 years",161
,,,"25-39 years",182
,,,"40-54 years",39
,,,"55-69 years",14
,,,"70-84 years",0
,,,"85-99 years",0
,,,"100 years and over",0
,"GroupHhold","Male","0-14 years",0
,,,"15-24 years",25
,,,"25-39 years",51
,,,"40-54 years",17
